,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
419,Q106708850,SE0910682000002032,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910682000002032,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910682000002032'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708850'>link WD</a>
425,Q106708848,SE0910682000002014,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910682000002014,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910682000002014'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708848'>link WD</a>
434,Q106708864,SE0220480000002078,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220480000002078,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220480000002078'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708864'>link WD</a>
445,Q106708876,SE0110117000002092,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110117000002092,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110117000002092'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708876'>link WD</a>
446,Q106708877,SE0110117000002093,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110117000002093,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110117000002093'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708877'>link WD</a>
449,Q106708881,SE0110138000002108,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002108,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002108'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708881'>link WD</a>
453,Q106708885,SE0110126000002122,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110126000002122,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110126000002122'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708885'>link WD</a>
455,Q106708888,SE0110192000002133,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110192000002133,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110192000002133'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708888'>link WD</a>
456,Q106708890,SE0110136000002139,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002139,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002139'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708890'>link WD</a>
457,Q106708889,SE0110136000002138,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002138,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002138'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708889'>link WD</a>
458,Q106708894,SE0110188000002154,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002154,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002154'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708894'>link WD</a>
461,Q106708895,SE0110188000002155,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002155,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002155'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708895'>link WD</a>
462,Q106708897,SE0110188000002156,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002156,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002156'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708897'>link WD</a>
464,Q106708900,SE0110188000002161,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002161,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002161'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708900'>link WD</a>
466,Q106708905,SE0110188000002165,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002165,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002165'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708905'>link WD</a>
467,Q106708906,SE0110188000002166,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002166,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002166'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708906'>link WD</a>
468,Q106708907,SE0110188000002167,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002167,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002167'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708907'>link WD</a>
471,Q106708909,SE0110188000002171,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002171,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002171'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708909'>link WD</a>
472,Q106708910,SE0110188000002172,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002172,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002172'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708910'>link WD</a>
478,Q106708934,SE0110188000002184,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002184,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002184'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708934'>link WD</a>
492,Q106708948,SE0241862000002253,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241862000002253,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241862000002253'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708948'>link WD</a>
493,Q106708950,SE0241862000002256,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241862000002256,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241862000002256'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708950'>link WD</a>
496,Q106708954,SE0611763000002279,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002279,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002279'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708954'>link WD</a>
500,Q106708955,SE0611763000002282,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002282,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002282'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708955'>link WD</a>
503,Q106708963,SE0611781000002292,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002292,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002292'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708963'>link WD</a>
504,Q106708962,SE0611781000002290,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002290,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002290'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708962'>link WD</a>
505,Q106708956,SE0611763000002284,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002284,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611763000002284'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708956'>link WD</a>
507,Q106708966,SE0611781000002296,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002296,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002296'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708966'>link WD</a>
508,Q106708964,SE0611781000002293,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002293,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002293'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708964'>link WD</a>
509,Q106708965,SE0611781000002295,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002295,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611781000002295'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708965'>link WD</a>
518,Q106708978,SE0611761000002325,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002325,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002325'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708978'>link WD</a>
522,Q106708980,SE0611761000002327,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002327,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002327'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708980'>link WD</a>
523,Q106708987,SE0611761000002328,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002328,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611761000002328'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708987'>link WD</a>
528,Q106708995,SE0611783000002342,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002342,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002342'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708995'>link WD</a>
529,Q106708993,SE0611783000002340,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002340,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002340'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708993'>link WD</a>
531,Q106708994,SE0611783000002341,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002341,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002341'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708994'>link WD</a>
532,Q106708998,SE0611783000002345,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002345,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611783000002345'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708998'>link WD</a>
552,Q106709018,SE0611780000002378,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002378,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002378'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709018'>link WD</a>
553,Q106709019,SE0611780000002379,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002379,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002379'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709019'>link WD</a>
554,Q106709016,SE0611780000002376,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002376,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002376'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709016'>link WD</a>
555,Q106709022,SE0611780000002382,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002382,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002382'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709022'>link WD</a>
556,Q106709020,SE0611780000002380,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002380,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002380'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709020'>link WD</a>
557,Q106709021,SE0611780000002381,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002381,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002381'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709021'>link WD</a>
558,Q106709017,SE0611780000002377,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002377,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002377'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709017'>link WD</a>
559,Q106709023,SE0611780000002384,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002384,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002384'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709023'>link WD</a>
560,Q106709026,SE0611780000002387,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002387,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002387'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709026'>link WD</a>
561,Q106709024,SE0611780000002385,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002385,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002385'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709024'>link WD</a>
563,Q106709030,SE0611780000002390,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002390,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002390'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709030'>link WD</a>
565,Q106709031,SE0611780000002391,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002391,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002391'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709031'>link WD</a>
566,Q106709029,SE0611780000002389,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002389,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002389'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709029'>link WD</a>
568,Q106709032,SE0611780000002392,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002392,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000002392'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709032'>link WD</a>
587,Q106709063,SE0622082000002419,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622082000002419,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622082000002419'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709063'>link WD</a>
588,Q106709061,SE0622082000002417,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622082000002417,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622082000002417'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709061'>link WD</a>
591,Q106709065,SE0622082000002421,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622082000002421,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622082000002421'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709065'>link WD</a>
592,Q106709066,SE0622029000002422,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622029000002422,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622029000002422'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106709066'>link WD</a>
